a: ə; e
abalone: ,æbə'loni
arrest: ə'rɛst
arrival: ə'raɪvəl
arrive: əˈraɪv
arrogance: 'ærəgəns
arrogant: 'ærəg(ə)nt
arrogate: 'ærəɡet
arrow: ˈærəʊ
arsenal: ˈɑrsənəl
arsenic: 'ɑrsnɪk
art: ɑːt
artefact: 'ɑːtɪfækt
artery: 'ɑːtərɪ
artesian: ɑr'tiʒən
artful: 'ɑrtfl
arthritis: ɑː'θraɪtɪs
arthropod: 'ɑrθrə,pɑd
article: ˈɑːtɪk(ə)l
articulate: ɑ:'tɪkjʊleɪt
artifact: 'ɑrtə,fækt
artifice: 'ɑrtɪfɪs
artificial: ɑːtɪ'fɪʃ(ə)l
artificial fertilization: ˌɑrtəfˈɪʃəl fˌɝtəlɪzˈeɪʃən
artificially: ,a:ti'fiʃəli
artillery: ɑː'tɪlərɪ
artisan: 'ɑrtəzn
artist: ˈɑːtɪst
artiste: ɑr'tist
artistic: ɑr'tɪstɪk
artistically: ɑrtˈɪstɪkli
artistry: 'ɑrtɪstri
artless: 'ɑrtləs
artwork: 'ɑrt'wɝk
as: əz, æz
ascend: ə'send
ascendant: ə'sendənt
ascent: ə'sent
ascertain: ,æsə'teɪn
ascetic: ə'sɛtɪk
ascribe: ə'skraɪb
asexual: ,e'sɛkʃuəl
ash: æʃ
ashamed: ə'ʃeɪmd
ashcan: 'æʃkæn
ashen: 'æʃən
ashore: ə'ʃɔr
asia: ˈeɪʃə
asian: ˈeɪʃ(ə)n, ˈeɪʒ(ə)n
aside: ə'saɪd
asinine: 'æsɪnaɪn
ask: ɑːsk
askance: ə'skæns
askew: ə'skju
asleep: əˈsliːp
aspect: 'æspekt
asperity: æ'spɛrəti
asphalt: 'æsfɔlt
aspirant: ə'spaɪərənt
aspiration: æspə'reɪʃ(ə)n
aspirational: ,æspə'reʃənl
aspire: ə'spaɪə
ass: æs
assail: ə'sel
assailant: ə'selənt
assassin: ə'sæsn
assassinate: ə'sæsn'et
assassination: əˌsæsɪˈneɪʃn
assault: ə'sɔːlt; ə'sɒlt
assay: ə'se
assemblage: ə'sɛmblɪdʒ
assemble: ə'semb(ə)l
assembly: ə'sɛmbli
assent: ə'sɛnt
assert: ə'sɜːt
assertion: ə'sɝʃən
assertive: ə'sɝtɪv
assess: ə'ses
assessment: ə'sesmənt
assessor: ə'sɛsɚ
asset: 'æset
assiduity: ,æsə'djʊəti
assiduous: ə'sidjuəs
assign: ə'saɪn
assignee: ə,saɪ'ni
assignment: ə'saɪnmənt
assimilate: ə'sɪmɪleɪt
assimilation: əˌsɪmə'leɪʃn
assist: ə'sɪst
assistance: ə'sɪstəns
assistant: əˈsɪst(ə)nt
assistantship: ə'sɪstənˌʃɪp
associate: ə'səʊʃɪeɪt; -sɪeɪt
association: əˌsəusi'eɪʃn
associative: ə'soʃɪətɪv
assonance: 'æsənəns
assonant: 'æsənənt
assonate: 'æsəneit
assort: ə'sɔrt
assorted: ə'sɔːtɪd
assortment: ə'sɔrtmənt
assuage: ə'swedʒ
assume: ə'sjuːm
assumption: ə'sʌm(p)ʃ(ə)n
assurance: ə'ʃʊər(ə)ns
assure: ə'ʃʊə; ə'ʃɔː
asteroid: 'æstərɔɪd
asthenosphere: æs'θinə,sfɪr
asthma: 'æsmə
astonish: ə'stɒnɪʃ
astonishment: ə'stɑnɪʃmənt
astound: ə'staʊnd
astounding: ə'staʊndɪŋ
astray: ə'streɪ
astringent: ə'strɪndʒənt
astrological: ,æstrə'lɔdʒik,-kəl
astrology: ə'strɒlədʒi
astronaut: 'æstrənɔːt
astronomer: ə'strɑnəmɚ
astronomical: ,æstrə'nɑmɪkl
astronomy: ə'strɒnəmɪ
astrophysics: ,æstro'fɪzɪks
astute: ə'stut
asylum: ə'saɪləm
asymmetrical: ,esɪ'mɛtrɪkl
asymmetry: ˌ3ɪ'sɪmətri
at: æt
atheism: 'eθɪɪzəm
atheist: 'eθɪɪst
athenian: ə'θi:njən
athens: 'æθɪnz
athirst: ə'θə:st
athlete: 'æθliːt
athletic: æθ'lɛtɪk
athletics: æθ'lɛtɪks
athwart: ə'θwɔrt
atlantic: ət'læntɪk
atlas: 'ætlәs
atmosphere: 'ætməsfɪə(r)
atmospheric: ˌætməs'ferɪk
atom: 'ætəm
atomic: ə'tɒmɪk
atomization: ,ætəumai'zeiʃən, -mi'z-
atone: ə'təun
atonement: ə'tonmənt
atrocious: ə'troʃəs
atrocity: ə'trɑsəti
atrophy: 'ætrəfi
attach: ə'tætʃ
attache: ə'tæʃe
attachment: ə'tætʃmənt
attack: əˈtæk
attacker: ə'tækɚ
attain: ə'teɪn
attainable: ə'teɪnəbl
attainment: ə'tenmənt
attempt: ə'tem(p)t
attend: əˈtend
attendance: ə'tend(ə)ns
attendant: ə'tend(ə)nt
attention: əˈtenʃ(ə)n
attentive: ə'tentɪv
attentively: ə'tentivli
attenuate: ə'tɛnjuet
attest: ə'tɛst
attic: 'ætɪk
attire: ə'taiə
attitude: 'ætɪtjuːd
attorney: ə'tɜːnɪ
attract: əˈtrækt
attraction: ə'trækʃn
attractive: ə'træktɪv
attractively: ətrˈæktɪvli
attractiveness: ə'træktɪvnɪs
attributable: ə'trɪbjətəbl
attribute: ə'trɪbjuːt
atypical: 'e'tɪpɪkl
auburn: 'ɔbɚn
auction: 'ɔːkʃ(ə)n
audacious: ɔː'deɪʃəs
audacity: ɔ'dæsəti
audible: 'ɔːdɪb(ə)l
audience: 'ɔːdɪəns
audio: 'ɔːdiəu
audit: 'ɔːdɪt
audition: ɔː'dɪʃ(ə)n
auditorium: ɔːdɪ'tɔːrɪəm
auditory: 'ɔdətɔri
auger: 'ɔgɚ
augment: ɔːg'ment
augur: 'ɔgɚ
august: ˈɔːɡəst
aunt: ɑːnt; (US) ænt
aural: 'ɔrəl
auricle: 'ɔrɪkl
auricular: ɔ'rɪkjəlɚ
aurora: ɔː'rɔːrə
auspice: 'ɔspɪs
auspicious: ɔ'spɪʃəs
austere: ɔ'stɪr
austerity: ɔ'stɛrəti
australia: ɔˈstreɪljə
australian: ɔˈstreɪlɪən
austrian: 'ɔstriən
autarchy: 'ɔtɑrki
authentic: ɔː'θentɪk
authenticate: ɔː'θentɪkeɪt
authenticity: ,ɔθɛn'tɪsəti
author: 'ɔθɚ
authorise: 'ɔːθəraɪz
authoritative: ɔː'θɒrɪtətɪv; -,teɪtɪv
authorities: ə'θɔrətɪz
authority: ɔː'θɒrɪtɪ
authorization: ,ɔθərɪ'zeʃən
authorize: 'ɔ:θəraiz
auto: 'ɔto
autobiographical: ,ɔtə,baɪə'græfɪkl
autobiography: ˌɔːtəbaɪ'ɒgrəfi
autocracy: ɔ'tɑkrəsi
autocrat: 'ɔtəkræt
autocratic: ˌɔːtə'krætɪk
autograph: 'ɔtəɡræf
autoimmune: ˌɔːtəuɪ'mjuːn
automate: 'ɔtəmet
automatic: ɔːtə'mætɪk
automatically: ɔːtə'mætɪklɪ
automation: ɔːtə'meɪʃ(ə)n
automaton: ɔ'tɑmətən
automobile: 'ɔːtəməbiːl
autonomic: ,ɔtə'nɑmɪk
autonomous: ɔ'tɑnəməs
autonomy: ɔː'tɒnəmɪ
autopsy: 'ɔtɑpsi
autumn: ˈɔːtəm
autumnal: ɔ'tʌmnəl
auxiliary: ɔːg'zɪlɪərɪ; ɒg-
avail: ə'veɪl
availability: əˌveɪlə'bɪləti
available: ə'veɪləb(ə)l
avalanche: 'ævəlɑːnʃ
avant: ə'vɑnt
avant-garde: ,ævɔŋ'ɡɑ:d
avarice: 'ævərɪs
avenge: ə'vendʒ
avenue: 'ævənjuː
average: 'ævərɪdʒ
averse: ə'vɝs
aversion: ə'vɝʒn
avert: ə'vɜːt
aviary: 'evɪɛri
aviate: 'evɪet
aviation: eɪvɪ'eɪʃ(ə)n
aviator: 'evɪ'etɚ
avid: ,ævid
avidity: ə'vidəti
avocation: 'ævo'keʃən
avocational: ˌævou'keɪʃənl
avoid: ə'vɒɪd
avoidable: ə'vɔɪdəbl
avoidance: ə'vɔɪdəns
avow: ə'vaʊ
avuncular: ə'vʌŋkjəlɚ
await: ə'wet
awake: ə'wek
awaken: ə'wekən
award: ə'wɔːd
aware: ə'weə
awareness: ə'wɛrnəs
away: əˈweɪ
awe: ɔ
awesome: 'ɔsəm
awful: ɔːfu:l
awfully: 'ɔfli
awhile: ə'waɪl
awkward: 'ɔːkwəd
awkwardly: 'ɔ:kwə:dli
awry: ə'raɪ
ax: æks
axe: æks
axial: 'æksɪəl
axis: 'æksɪs
axle: 'æksl
aye: aɪ
babble: 'bæbl
baboon: bæ'buːn
baby: ˈbeɪbɪ
babylonian: ,bæbi'ləunjən
bacchanalia: ˌbækə'neiliə
bachelor: 'bætʃələ(r)
back: bæk
backache: ˈbækˌeɪk
backbone: 'bækbəun
backbreaking: 'bæk,breikiŋ
backdrop: 'bæk'drɑp
background: 'bækgraund
backhand: 'bæk'hænd
backlighting: bæk'laɪtɪŋ
backslide: ,bæk'slaid
backstage: ,bæk'stedʒ
backup: 'bæk,ʌp
backward: 'bækwɚd
bacon: 'bekən
bacteria: bæk'tɪrɪə
bacterial: bæk'tɪəriəl
bacterium: bæk'tɪrɪəm
bad: bæd
badge: bædʒ
badger: 'bædʒɚ
badly: ˈbædlɪ
badminton: 'bædmɪntən
baedeker: bˈeɪdəkɚ
baffle: 'bæfl
bag: bæɡ
bagel: 'beɡl
baggage: 'bæɡɪdʒ
bail: bel
bailiff: 'belɪf
bait: bet
bake: beɪk
bakery: 'bekəri
balance: 'bæləns
balcony: 'bælkəni
bald: bɔld
baldness: 'bɔldnɪs
bale: bel
baleful: 'beilful
balk: bɔk
balkan: 'bɔ:lkən
ball: bɔːl
ballad: 'bæləd
ballet: bæ'le
balloon: bəˈluːn
ballot: 'bælət
ballpoint: 'bɔlpɔɪnt
ballroom: 'bɔl'rʊm
balm: bɑm
balmy: 'bɑmi
balsam: 'bɔlsəm
baltic: 'bɔ:ltik
bamboo: bæmˈbuː
ban: bæn
banal: bə'nɑl
banana: bəˈnɑːnə; (US) bəˈnænə
band: bænd
bandage: 'bændɪdʒ
bandanna: bæn'dænə
bandit: 'bændɪt
bandleader: 'bændlidɚ
bane: ben
bang: bæŋ
bank: bæŋk
banker: 'bæŋkɚ
bankrupt: 'bæŋkrʌpt
bankruptcy: 'bæŋkrʌptsi
banner: 'bænə(r)
banquet: 'bæŋkwɪt
bantu: bæn'tu:
bar: bɑː(r)
barb: bɑrb
barbarian: bɑr'bɛrɪən
barbaric: bɑː'bærɪk
barbecue: 'bɑːbɪkjuː
barber: 'bɑrbɚ
barbershop: 'bɑrbɚ'ʃɑp
bard: bɑrd
bare: beə(r)
barely: 'beəli
bargain: 'bɑːgən
barge: bɑːdʒ
bark: bɑːk
barley: 'bɑrli
barn: bɑrn
barometer: bə'rɑmɪtɚ
baron: 'bærən
barrage: 'bærɑːʒ
barrel: 'bærəl
barrelful: 'bærəlfʊl
barren: 'bærən
barricade: 'bærɪ'ked
barrier: 'bæriə(r)
barring: 'bɑrɪŋ
barrister: 'bærɪstɚ
barter: 'bɑrtɚ
basalt: bə'sɔlt
basaltic: bə'sɔ:ltik
base: beɪs
baseball: ˈbeɪsbɔːl
basement: 'besmənt
basic: 'besɪk
basically: 'besɪkli
basin: 'besn
basis: 'beɪsɪs
bask: bæsk
basket: ˈbɑːskɪt; (US) ˈbæskɪt
basketball: ˈbɑːskɪtbɔːl
basketmaking: bˈæskətmˌeɪkɪŋ
basketry: 'bɑ:skitri
basketwork: 'bæskɪtwɝk
bass: bes
bat: bæt
batch: bætʃ
bath: bɑːθ; (US) bæθ
bathe: beð
bathhouse: 'bæθ,haʊs
bathrobe: 'bæθrob
bathroom: 'bæθrum
bathtub: bæθtʌb
baton: bə'tɑn
battalion: bə'tæljən
batter: 'bætɚ
battery: 'bætəri
battle: 'bætl
battlefield: 'bætlfild
battleground: 'bætlɡraund
battleship: 'bætlʃɪp
bauble: 'bɔbl
bauxite: 'bɔksaɪt
bawdy: 'bɔdi
bawl: bɔl
bay: beɪ
bazaar: bə'zɑr
be: biː
beach: biːtʃ
beacon: 'bikən
bead: biːd
beak: bik
beaker: 'bikɚ
beam: biːm
bean: bin
beancurd: 'bi:nkə:d
bear: beə(r)
beard: bɪrd
bearing: 'bɛrɪŋ
beast: bist
beat: bit
beater: 'bitɚ
beatific: ,biə'tɪfɪk
beatify: bɪ'ætɪfaɪ
beatitude: bɪ'ætɪtud
beau: bo
beautiful: ˈbjuːtɪf(ə)l
beauty: 'bjuti
beaver: 'bivɚ
becalm: bi'kɑ:m
because: bɪˈkɔz; (US) bɪˈkɔːz
beck: bɛk
become: bɪ'kʌm
bed: bed
bedaub: bɪ'dɔb
bedclothes: 'bedkləuðz
bedcover: 'bɛdkʌvɚ
beddings: 'bɛdɪŋ
bedeck: bɪ'dɛk
bedlam: 'bɛdləm
bedpan: 'bɛdpæn
bedrock: 'bɛdrɑk
bedroom: ˈbedruːm
bee: biː
beef: biːf
beehive: 'biːhaɪv
beer: bɪə(r)
beetle: 'biːt(ə)l
befit: bɪ'fɪt
befog: bɪ'fɑɡ
before: bɪˈfɔː(r)
beforehand: bɪ'fɔːhænd
befriend: bi'frend
befuddle: bɪ'fʌdl
beg: beɡ
beget: bɪ'ɡɛt
beggar: 'bɛɡɚ
begin: bɪ'ɡɪn
beginner: bɪ'gɪnɚ
beginning: bɪˈɡɪnɪŋ
begrimed: bɪ'graɪmd
begrudge: bɪ'grʌdʒ
beguile: bɪ'ɡaɪl
behalf: bɪ'hɑːf
behave: bɪ'heɪv
behavior: bɪ'hevjɚ
behavioral: bɪ'hevjərəl
behaviorism: bɪ'hevjɚ,ɪzəm
behaviorist: bɪhˈeɪvjɚɪst
behaviour: bɪ'hevjər
behind: bɪˈhaɪnd
behold: bɪ'hold
being: 'biɪŋ
belabor: bi'lebə
belated: bɪ'letɪd
belay: 'bile
beleaguer: bi'li:ɡə
belgium: 'bɛldʒəm
belie: bɪ'laɪ
belief: bɪ'liːf
believable: bi'li:vəbl
believe: bɪˈliːv
belittle: bɪ'lɪtl
bell: bel
belle: bɛl
bellicose: 'belikəus
belligerent: bi'lidʒərənt
bellow: 'bɛlo
bellows: 'bɛloz
belly: 'bɛli
belong: bɪ'lɔŋ
beloved: bɪ'lʌvd
below: bɪˈləʊ
belt: belt
belter: bˈɛltɚ
beluga: bə'luɡə
bemoan: bɪ'mon
bench: bɛntʃ
bend: bɛnd
beneath: bɪ'niːθ
benediction: 'bɛnə'dɪkʃən
benefactor: 'bɛnɪfæktɚ
beneficence: bi'nefisəns
beneficent: bɪ'nɛfɪsnt
beneficial: ˌbenɪ'fɪʃl
beneficiary: ,bɛnɪ'fɪʃɪɛri
benefit: 'benɪfɪt
benevolence: bə'nɛvələns
benevolent: bə'nevələnt
benign: bɪ'naɪn
benignant: bi'niɡnənt
benignity: bɪ'nɪgnəti
benison: 'benizən
bent: bent
bequeath: bɪ'kwið
bequest: bi'kwest
berate: bɪ'ret
bereave: bɪ'riːv
bereft: bɪ'rɛft
berg: bɝg
bergere: bɛərˈʒɛər
beringia: bəˈrɪndʒiə
berlin: bɝ'lɪn
berry: 'bɛri
berth: bɝθ
beseech: bɪ'sitʃ
beset: bɪ'sɛt
beside: bɪˈsaɪd
besides: bɪˈsaɪdz
besiege: bɪ'sidʒ
besmear: bi'smiə
besmirch: bi'smə:tʃ
best: bɛst
bestial: 'bɛtʃəl
bestow: bɪ'sto
bestrew: bi'stru:
bestride: bi'straid
bet: bet
bethink: bi'θiŋk
betide: bɪ'taɪd
betimes: bɪ'taɪmz
betray: bɪ'treɪ
betrothal: bi'trəuðəl
better: 'bɛtɚ
between: bɪ'twin
beverage: 'bevərɪdʒ
beware: bɪ'weə(r)
bewilder: bɪ'wɪldə(r)
beyond: bɪ'jɒnd
bhang: bæŋ
biannual: baɪ'ænjuəl
bias: 'baɪəs
biased: 'baɪəst
bible: 'baɪbl
bibliography: ˌbɪbli'ɒgrəfi
bibliomania: ,bɪblɪə'menɪə
bibliophile: 'bɪblɪəfaɪl
bibulous: 'bɪbjʊləs
bicameral: ,baɪ'kæmərəl
bicycle: ˈbaɪsɪk(ə)l
bid: bɪd
bide: baid
biennial: baɪ'ɛnɪəl
bifocal: 'baɪ'fokl
big: bɪɡ
bigamist: 'bɪɡəmɪst
bigamy: 'bɪɡəmi
bight: baɪt
bike: baɪk
bilateral: ˌbaɪ'lætərəl
bile: baɪl
bilingual: ˌbaɪ'lɪŋgwəl
bilingualism: baɪ'lɪŋgwəlɪzəm
bilk: bilk
bill: bɪl
billfish: 'bɪl,fɪʃ
billion: ˈbɪljən
bin: bɪn
binary: 'baɪnəri
bind: baɪnd
binge: bɪndʒ
bingo: 'bɪŋɡo
binoculars: bɪ'nɒkjələz
biochemical: 'baɪo'kɛmɪkl
biochemistry: 'baɪo'kɛmɪstri
biodegradable: ,baɪodɪ'ɡredəbl
biodiversity: ˌbaɪəudaɪ'vəːsəti
biogeochemical: 'baiəu,dʒi:əu'kemikəl
biographer: baɪˈɑːɡrəfər
biographical: ,baɪə'græfɪkl
biography: baɪ'ɒgrəfi
biological: ˌbaɪə'lɒdʒɪkl
biologically: baɪəlˈɑdʒɪkli
biologist: baɪ'ɑlədʒɪst
biology: baiɔlədʒɪ
biome: 'baɪom
biometrics: ˌbaɪəu'metrɪks
biotechnology: 'baɪotɛk'nɑlədʒi
biotic: baɪ'ɑtɪk
bipartisan: ,baɪ'pɑrtɪzn
biped: 'baɪpɛd
bipedal: baɪ'pɛdəl
birch: bɝtʃ
bird: bəːd
birdcage: 'bɝdkedʒ
birdlike: 'bə:d,laik
birth: bəːθ
birthday: ˈbəːθdeɪ
birthplace: 'bɝθ'ples
birthright: 'bɝθraɪt
bis: bɪs
biscuit: 'bɪskɪt
bisect: baɪ'sɛkt
bishop: 'bɪʃəp
bison: 'baɪsn
bistro: 'bɪːstrəu
bit: bɪt
bite: baɪt
biter: 'baɪtɚ
bitter: 'bɪtɚ
bitterly: 'bɪtɚli
bitterness: 'bɪtɚnɪs
bituminous: bə'tʊmənəs
bizarre: bɪ'zɑː(r)
black: blæk
blackbird: 'blækbɝd
blackboard: ˈblækbɔːd
blacken: 'blækən
blackmail: 'blækmel
blackout: 'blækaʊt
blacksmith: 'blæksmɪθ
bladder: 'blædɚ
blade: bleɪd
blame: bleɪm
bland: blænd
blandishment: 'blændiʃmənt
blank: blæŋk
blanket: 'blæŋkɪt
blase: 'blɑːzei
blaspheme: blæs'fim
blast: blɑːst
blatant: 'bleitənt
blaze: bleɪz
blazon: 'blezn
bleach: blitʃ
bleak: bliːk
bleed: blid
blemish: 'blɛmɪʃ
blend: blend
bless: blɛs
blight: blaɪt
blind: blaɪnd
blink: blɪŋk
blip: blɪp
bliss: blɪs
blister: 'blɪstɚ
blithe: blaɪð
blithesome: 'blaiðsəm
blizzard: 'blɪzɚd
block: blɒk
blockade: blɑ'ked
blockage: 'blɑkɪdʒ
blockbuster: 'blɑkbʌstɚ
blog: blɑg
blond: blɑnd
blonde: blɒnd
blood: blʌd
bloodhound: 'blʌdhaʊnd
bloodstream: 'blʌdstrim
bloody: 'blʌdi
bloom: bluːm
blossom: 'blɑsəm
blouse: blaʊz; U.S. blaʊs
blow: blo
blower: 'bloɚ
blowhole: 'blohol
blubber: 'blʌbɚ
blue: bluː
bluebird: 'blubɝd
bluefin: 'blu:fin
blueprint: 'bluːprɪnt
blues: bluz
bluff: blʌf
bluish: 'bluɪʃ
blunder: 'blʌndɚ
blunt: blʌnt
bluntly: 'blʌntli
blur: blɝ
blurt: blɝt
blush: blʌʃ
bluster: 'blʌstɚ
board: bɔːd
boast: bəust
boat: bəʊt
boating: ˈbəʊtɪŋ
boatswain: 'bosn
bode: bəud
body: bɔːdi
bog: bɑɡ
bogus: 'bogəs
boil: bɔɪl
boiler: 'bɔɪlɚ
boiling: 'bɔɪlɪŋ
boisterous: 'bɔɪstərəs
bold: bəuld
bole: bol
bolster: 'bəulstə(r)
bolt: bolt
bomb: bɑm
bombard: bɑm'bɑrd
bombardier: ,bɑmbɚ'dɪr
bombardment: bɑm'bɑrdmənt
bombast: 'bɑmbæst
bonanza: bə'nænzə
bond: bɑnd
bone: bon
bongo: 'bɔŋɡəu
bonito: bə'ni:təu
bonus: 'bəunəs
bony: 'boni
book: bʊk
bookcase: 'bʊkkes
booklet: 'buklət
bookmark: ˈbʊkmɑːk
bookrest: 'bukrest
bookshelf: ˈbʊkʃɛlf
bookshop: ˈbʊkʃɔp
bookstore: ˈbʊkstɔː(r)
boom: buːm
boomer: 'bumɚ
booming: 'buːmɪŋ
boon: bʊn
boorish: 'bʊrɪʃ
boost: buːst
boot: buːt
booth: buːð
border: 'bɔːdə(r)
bore: bɔː(r)
bored: bɔrd
boredom: 'bɔrdəm
boring: `bɔrɪŋ
born: bɔːn
boron: 'borɑn
borough: 'bɝro
borrow: ˈbɔrəʊ
bosom: 'bʊzəm
boss: bɑs
boston: 'bɔstən
botanical: bə'tænɪkl
botanist: 'bɑtənɪst
botanize: 'bɑtə,naɪz
botany: 'bɑtəni
both: bəʊθ
bother: 'bɒðə(r)
bottle: ˈbɔt(ə)l
bottom: ˈbɔtəm
bough: baʊ
boulder: 'bəuldə(r)
boule: bʊl
boulevard: ˈbʊləˌvɑrd
bounce: bauns
bouncing: 'baunsɪŋ
bound: baund
boundary: 'baundəri
bountiful: 'baʊntɪfl
bouquet: bu'ke
bourgeois: ,bʊr'ʒwɑ
bovine: 'bovaɪn
bow: bau
bowdlerize: 'baʊdləraɪz
bowel: 'baʊəl
bowl: bəʊl
bowler: 'bolɚ
bowling: 'bolɪŋ
box: bɔks
boxing: 'bɑksɪŋ
boxlike: 'bɔkslaik
boy: bɔɪ
boycott: 'bɔɪkɑt
brace: bres
bracket: 'brækɪt
brae: brei
brag: bræɡ
braggadocio: ,bræɡə'dəutʃiəu
braggart: 'bræɡɚt
braid: bred
brain: breɪn
brake: brek
branch: brɑːntʃ
brand: brænd
brandish: 'brændɪʃ
brandy: 'brændi
brant: brænt
brass: brɑːs
bravado: brə'vɑdo
brave: brev
bravely: 'brevli
bravery: 'brevəri
bravo: ,brɑ'vo
brawl: brɔl
bray: bre
braze: breɪz
brazen: 'breɪzn
brazier: 'brezɪɚ
brazilian: brə'zɪljən
brea: 'breiə
breach: britʃ
bread: bred
breadbasket: 'brɛdbæskɪt
breadfruit: 'brɛdfrut
breadth: brɛdθ
break: brek
breakage: 'brekɪdʒ
breakdown: 'breɪkdaun
breakfast: ˈbrekfəst
breakthrough: 'breɪkθruː
breakup: 'brek'ʌp
breakwater: 'breɪkwɔːtə(r)
breast: brɛst
breath: brɛθ
breathe: briːð
breathing: 'briðɪŋ
breathless: 'brɛθləs
breathtaking: 'brɛθtekɪŋ
breech: britʃ
breed: briːd
breeze: briːz
breezy: 'brizi
brethren: 'brɛðrən
brevity: 'brɛvəti
brew: bruː
brewery: 'bruəri
brewster: brˈustɚ
bribe: braɪb
brick: brɪk
bride: braɪd
bridegroom: 'braɪdɡrum
bridge: brɪdʒ
bridle: 'braɪdl
brief: briːf
briefcase: 'briːfkeɪs
briefly: 'briːfli
brigade: brɪ'ged
brigadier: ,brɪɡə'dɪr
brigand: 'brɪɡənd
bright: braɪt
brighten: 'braɪtn
brightly: 'braɪtlɪ
brightness: 'braɪtnɪs
brilliance: 'brɪljəns
brilliant: 'brɪlɪənt
brilliantly: brˈɪljəntli
brim: brɪm
brine: braɪn
bring: brɪŋ
brink: brɪŋk
briny: 'braɪni
brisk: brɪsk
briskness: 'brisknis
bristle: 'brɪsl
britain: ˈbrɪtən
british: ˈbrɪtɪʃ
brittle: 'brɪtl
broad: brɔd
broadcast: ˈbrɔːdkɑːst
broadcaster: 'brɔdkæstɚ
broaden: 'brɔdn
broadleaf: 'brɔd,lif
broadly: 'brɔdli
broadside: 'brɔdsaɪd
broadway: ˈbrɔːdˌweɪ
brochure: 'brəuʃə(r)
broken: ˈbrəʊkən
broker: 'brokɚ
brokerage: 'brokərɪdʒ
bromine: 'bromin
bronchitis: brɒŋ'kaɪtɪs
bronchus: 'brɑŋkəs
bronze: brɑnz
brooch: brotʃ
brood: bruːd
brook: brʊk
broom: bruːm
brother: ˈbrʌðə(r)
brotherhood: ˈbrʌðəhʊd
brow: braʊ
browbeat: 'braʊ'bit
brown: braʊn
browse: brauz
bruise: bruz
brunch: brʌntʃ
brunt: brʌnt
brush: brʌʃ
brusque: brʌsk
brusquely: brˈʌskli
brutal: 'bruːtl
brute: brut
bryn: brˈɪn
bubble: 'bʌbl
bubbly: 'bʌbli
buck: bʌk
bucket: 'bʌkɪt
buckle: 'bʌkl
buckskin: 'bʌkskɪn
bucolic: bjuːˈkɑːlɪk
bud: bʌd
buddhism: 'bʊdɪzəm
buddhist: 'budist
buddy: 'bʌdi
budget: 'bʌdʒɪt
buffalo: 'bʌfələu
buffer: 'bʌfɚ
buffet: bəˈfe; bʌfɪt
buffoon: bə'fun
buffoonery: bʌ'fʊnəri
bug: bʌɡ
buggy: 'bʌɡi
bugle: 'bjuɡl
build: bɪld
building: ˈbɪldɪŋ
buildup: 'bɪldʌp
bulb: bʌlb
bulbous: 'bʌlbəs
bulge: bʌldʒ
bulk: bʌlk
bull: bʊl
bulldoze: 'bʊldoz
bulldozer: 'bʊl'dozɚ
bullet: 'bulɪt
bulletin: 'bulətɪn
bullock: 'bulək
bullrush: 'bulrʌʃ
bully: 'buli
bulwark: 'bʊlwɝk
bump: bʌmp
bumper: 'bʌmpɚ
bumptious: 'bʌmpʃəs
bun: bʌn
bunch: bʌntʃ
bundle: 'bʌndl
bungalow: 'bʌŋgələu
bungle: 'bʌŋɡl
buoyancy: 'bɔɪənsi
buoyant: 'bujənt
bur: bɚ
burden: 'bɝdn
burdensome: 'bɝdnsəm
bureau: 'bjuərəu
bureaucracy: bjuə'rɒkrəsi
bureaucratic: ,bjʊrə'krætɪk
bureaucratization: bjuə,rɔkrətai'zeiʃən, -ti'z-
burgeon: 'bɜːdʒən
burgess: 'bɝdʒɪs
burgher: 'bɝɡɚ
burglar: 'bɜːglə(r)
burial: 'bɛrɪəl
burin: 'bjʊrɪn
burn: bɝn
burner: 'bɝnɚ
burning: 'bɝnɪŋ
burnish: 'bə:niʃ
burrow: 'bʌrəu
bursar: 'bə:sə
burst: bɜːst
bury: ˈberɪ
bus: bʌs
bush: bʊʃ
bushel: 'bʊʃəl
bushman: 'buʃmən
business: ˈbɪznɪs
businessman: 'bɪznəsmæn
businesswoman: 'biznis,wumən
bust: bʌst
bustle: 'bʌsl
busy: ˈbɪzɪ
but: bət, bʌt
butane: 'bjʊten
butcher: ˈbʊtʃər
butler: 'bʌtlɚ
butt: bʌt
butte: bjut
butter: ˈbʌtə(r)
butterfly: ˈbʌtəflaɪ
button: ˈbʌt(ə)n
buttress: 'bʌtrəs
buy: baɪ
buyer: 'baɪɚ
buzz: bʌz
by: baɪ
by-pass: 'baɪpɑːs
by-product: 'baɪ,prɑdəkt
bye: ˈbaɪbaɪ
bygone: 'baɪɡɔn
bylaw: 'baɪ,lɔ
bypass: 'baɪpɑːs
cab: kæb
cabal: kə'bæl
cabbage: ˈkæbɪdʒ
cabin: 'kæbɪn
cabinet: ˈkæbənət
cabinetmaker: 'kæbɪnətmekɚ
cable: 'keɪbl
cache: kæʃ
cacophonous: kəˈkɑːfənəs
cacophony: kə'kɑfəni
cactus: 'kæktəs
cadaver: kə'dævɚ
cadaverous: kə'dævərəs
cadence: ˈkeɪdns
cadent: 'keidənt
cadenza: kə'dɛnzə
cadmium: 'kædmɪəm
cafe: kæ'fe
cafeteria: ˌkæfə'tɪəriə
cage: keɪdʒ
caitiff: 'keitif
cajole: kə'dʒol
